word	definition	predicted_words
pagar	proceder a calcular el importe por un servicio, producto o deuda y efectuar el pago.	calcular pagar deuda importe servicio producto
pagar	hacer un pago, un carguillo o una cifra, o una contribución voluntaria o obligatoria.	pagar carguillo cifra contribución voluntaria obligatoria
pagar	acto de financiar o satisfacer una deuda, en particular al cobrar dinero al vendedor de una mercancía o servicio.	pagar cobrar financiar deuda vendedor mercancía servicio
pagar	proporcionar un dato o hacerse cargo financieramente por su alquiler, adquisición o servicio	rentar alquilar prestar servicio financiar proporcionar dato
pagar	cobrar por trabajo o servicio realizado o por compromiso previamente realizado, mediante medio de pago aceptado.	tarjeta de crédito tarjeta de débito tarjeta de pago tarjeta de cobro tarjeta de facturación
paleteo	el término general para la creación de arte de colores sobre una superficie con un material como madera o plástico liso.	pintura, pintura al agua, acuarela, fresco, fresco al agua, fresco al óleo, fresco al acuarela, fresco al óleo, fresco al agua, fresco al óleo, fresco al agua, fresco al óleo, fresco al agua, fresco al óleo, fresco al agua,
paleteo	en geología, el palateo se refiere al conjunto de fallas en una caja geológica, especialmente en cuencas del mar menor y el campo de cartagena (españa) donde se producen los bloques de roca, denominadas como paladas, que son destinos para la construcción de obras de ingeniería.	palateo fallas caja geológica cuencas bloques de roca paladas ingeniería construcción
paleteo	el _ se refiere a una técnica de pintar en el que se utilizan plaquetas de madera (paletas) de diferentes colores con los que se mezclan y aplican los pigmentos a un lienzo o papel intermedio para obtener diferentes tonos y colores.	paleta paletas pintura al agua pintura al aceite pintura al acuarela
paleteo	procedime para preparar o ensamblar un pintor para trabajar sobre una superficie planificada o una tabla de madera de forma horizontal, con una superficie de lienzo sucia sin la aplicación de ningún pigmento.	canela pintura pintura al agua
paleteo	lexi-semántica: la división de palabras en subgrupos relacionados por las similitudes que presentan entre ellos.	lexicografía, semántica, lingüística, lingüística comparada, lingüística estructural, lingüística analítica, lingüística sintáctica, lingüística morfología, lingüística fonética, lingüística fonología, lingüística estructural comparada, lingüística analítica comparada, lingüística sintáctica comparada, lingüística morf
palmítico	relativo a los órganos y tejidos de la planta de la familia palmae, que contienen aceite (aceite de palma) o aceites similares dentro de sus células.	palma aceite de palma aceites similares órganos y tejidos de la familia palmae
palmítico	relativo o pertenciente a la palma o a los productos obtenidos de ella, como el aceite de palma y el alcohol de palma.	aceite de palma alcohol de palma aceite de palma de coco aceite de palma de jojoba aceite de palma de argan aceite de palma de macadamia aceite de palma de lucuma aceite de palma de babacu aceite de palma de mango aceite de palma de maracuyá
palmítico	relativo al palma o al aceite de palma; pertenciente al grupo de los lípidos; que se huela con olor de palma.	aceite de palma aceite de oliva aceite de jojoba
palmítico	relacionado o procedente del árbol palma.	palma palma palma
palmítico	relativo al aceite de palma o al gremio de la palma como producto. adjetivo de la palma, de los palmitos o de los _.	palma palmitos palmolea palmoleí palmoleífico
paralogismo	razón o manera en la que se puede sustituir la forma usual de algo con otra de igual o semejante significado.	substitución, reemplazo, alternativa, reemplazo, reemplazo, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa, alternativa,
paralogismo	forma de argumentación en la que se asigura la verdad de una afirmación basándose en la falsédead de otra afirmación que se afecta en sus condiciones.	contradicción refutación rebuttal
paralogismo	un argumento lógico que se basa en una analogía entre dos o más ideas que no tienen la misma relación.	similitud comparación analogía metáfora simbolismo
paralogismo	un argumento en el que se presenta, como si fuera cierto, una afirmación que no ha sido demostrada y que no siquiera se puede demostrar.	hipótesis conjetura teoría
paralogismo	es un discurso o argumento en el que se dan razones que no tienen relación real entre ellas pero son aparentemente apoyadas por argumentos lógicos.	red herring straw man false dilemma
pasarratos	estructuras metálicas que permiten los viajes en transporte público de alrededor de la ciudad por medio de los coches que circulan sobre ellas.	metro subway tren autobús tram
pasarratos	tramites o procesos de evaluación por parte de organismos públicos para que aproben o rechace certificaciones de personal de la empresa, proyectos, procesos de calidad o propuestas de contratación de precios.	certificación evaluación aprobación rechazo proceso organismo público propuesta contratación precio
pasarratos	estructuras metálicas elevadas y colocadas entre dos niveles, para permitir pasar por encima de ellas a pie o en vehículos.	puente viaducto paso a nivel túnel
pasarratos	pasajeros	viajante pasajero viajador
pasarratos	longos túneles o pasajeros en edificios o otros lugares de transporte público	túnel pasajeros transporte público
perrillo	pequeno perro carnívoro con pelo suave y coloración uniforme.	papillon papillon chihuahua papillon pinto
perrillo	animal pequeño carnívoro de la familia canidae, con cabeza redondeada, ojos granados y manguestruas sucias	perro, lobo, zorro, coyote, puma, león, pantera, gato, carnívoro, felino, canídeo, mamífero, carnívora, carnívoros, carnívoros, carnívoros, carnívoros, carnívoros, carnívoros, carnívoros, carnívoros
perrillo	small ornamental statue made of wood or metal, typically of a dog or other animal, often decorated with flowers or other elements.	estatua escultura figura estatuilla escultura animal estatueta animal figura animal
perrillo	small dog, domestic animal, commonly kept as a pet, typically weighing between 2 and 10 pounds.	perro cachipún canino animal doméstico mascota perro pequeño perro doméstico perro de pequeño tamaño perro ligero perro pequeño de pequeño tamaño
perrillo	 pequeño perro doméstico con orejas cortadas y cabeza redonda y aplanada	poodle bulldog chihuahua
pezuña	una prolongación del hoyo de la oreja de un animal para sostener el peso de la head o encabezadura	oreja hoyo encabezadura peso sustener
pezuña	la parte de un animal que se proyecta en una dirección y sirve como punto de apoyo o de fijación	pata pierna talon pierna posterior pierna anterior
pezuña	la _ o uña es una parte del pie, que sirve como un guijarro para progresar en marcha.	talón zapato piedra
pezuña	un pie o extremidad de un animal, como el de un caballo o cebada por la vaca.	pie extremidad hoof foot
pezuña	la _ es un miembro de la espalda cuyo objetivo es proporcionar estabilidad al animal cuando va a pie y asegurar una ocasión de apoyo mientras el animal descansa.	vertebra espalda columna
pinabete	sauce española preparada cruzando una hierba azul, el ají amarillo, el aceite de oliva y el agua salada.	salsa ají oliva sal hierba azul
pinabete	el _ es un pequeño arbusto liano pertenecientes a la familia de las marantáceas, cuyo fruto es un pinón seco, consumado en la gastronomía	cacao cocoa cacaoa
pinabete	especie de albergo pequeño en que se sirve bebida, donde se pueden degustar tapas y comer cepillos frios o helado.	bar tavernita pub cervecería cervecería de tapas cervecería de cebillos frios cervecería de helado
pinabete	frutificante de la especie de leguminosa que crece en regiones tropicales de sudamérica y produce frutos pequeños, cónicos y negros o marrones cubiertos de películas brillantes de color amarillo.	cacao café cacao
pinabete	frutura de una planta de la familia de las amarantháceas; pequeño fruto de color negro o marrón.	amarantho amarantácea amarantáceo
pitahaya	la pitohaya es una especie de planta tropical de la familia cactaceae, originaria de américa central y del sur. sus frutos son bastante grandes, coloridos e huesos y son comidos crudos o cocinados.	pitohaya cactus fruito
pitahaya	una fruta roja-magenta en forma de esfera muy aguda con la piel cubierta de espinas, originaria de la región de los valles interiores del río grande en perú y bolivia y en las selvas de brasil y de la isla de santa lucía	acai acay acayac
pitahaya	una fruta de color blanco, amarillo o rojo, con forma de corona y cremallada que se origina en sudamérica	tomate pimiento pepino
pitahaya	una fruta tropical con forma de esfera o ovalada, delgada y translúcida, cuya piel puede ser de colores como verduras, rojo o amarillo, y tiene semillas brillantes, generalmente blancas o amarillas, en su interior. se cultiva en regiones cálidas de centroamérica y suramérica.	guava mango pineapple
pitahaya	cárneo frutuoso de la familia cactácea, originario de américa central y del sur, caracterizado por su pulpo rojo o verde y el fruto a modo de bola	cactus cacto cactácea
postrar	acto de depositarlos en un lugar donde pueden recuperarse posteriormente, tales como una posesa de correo o una colecta de reciclables.	depositar enterrar enterrar en el basura
postrar	to submit or present (something, especially information or a project, for consideration or review)	presentar subir proponer proporcionar entregar enviar proporcionar información presentar información subir información entregar información
postrar	acto de entregar o llevar (algo o alguien) a un lugar determinado luego de haber sido guardado o preparado anteriormente.	entrega entregar entregable
postrar	presentar o proponer algo formalmente y con arbitraje, como una propuesta para un reconocimiento o una solicitud	propuesta presentación propuesta formal propuesta de reconocimiento propuesta de solicitud
postrar	hacer algo público o conocible, en particular hacer publicar algo.	publicar publicar publicar
prédica	un tipo de expresión matemática o lógica que afirma una relación entre un conjunto de varias expresiones	relación conexión dependencia conjunto expresión afirmación matemática lógica
prédica	expresión gramatical y lógica que afirma o negifica un contenido o propiedad sobre un sujeto.	afirmación negación declaración proposición sentencia
prédica	es una función asignativa que, para cada elemento de un conjunto de dominio, asigna un valor de su dominio.	función asignación mapa transformación
prédica	propiedad que hace posible la existencia de relaciones entre una entidad y una expresión que la menciona como sujeto o objeto.	relación referencia referencia de relación
prédica	explicación o enunciación de un hecho, punto de vista o creeción	explicación enunciación creación explicación de un hecho punto de vista
prolongador	extension o ampliación de un cuerpo o parte de él	extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, extensión, ampliación, ampliación, ampliación, ampliación, ampl
prolongador	un dispositivo que permite el alargamiento de la vida útil de un teléfono móvil.	cargador batería cargador de batería
prolongador	un dispositivo que se usa para alargar la vida útil de los artículos y herramientas que utilizan fluidos, tales como la lámpara, la imprenta o el motor	filtro filtro de aire filtro de agua filtro de combustible filtro de aceite
prolongador	un elemento de madera largo y estrecho, cuyo fin se coloca unas veces dentro de otro, y se usa para ampliar los orificios en los tejidos.	punta punta de agujero punta de cuchillo
prolongador	un prolongamento o una continuación de algo	continuación, prolongación, extensión, prosecución, continuación de, prolongación de, extensión de, prosecución de, continuación de, prolongación de, extensión de, prosecución de, continuación de, prolongación de, extensión de, prosecución de, continuación de, prolongación de, extensión de, prosecución de
provinciano	relativo a una provincia o de origen provincial	provincial provincialismo provincialista
provinciano	persona natural de una provincia	ciudadano residente habitante
provinciano	un estadounidense perteneciente a uno de los 50 estados de los estados unidos con gran cantidad de población hispana.	california, florida, texas, new york, pennsylvania, illinois, ohio, georgia, north carolina, michigan, new jersey, virginia, washington, indiana, massachusetts, minnesota, missouri, wisconsin, colorado, oklahoma, louisiana, south carolina, alabama, tennessee, mississippi, arkansas, kansas,
provinciano	relativo o pertaining to a province or a person from a specific province.	provincial provincialismo provincialista
provinciano	nativo o natural de una provincia	provincial local regional
puzzle	un enigma o un problema de alfabetización que desafia a los enigmáticos esfuerzos de solución.	enigma problema desafío esfuerzo solución
puzzle	un problema que se presenta como una serie de elementos enlazados o relacionados entre sí, que requiere la identificación de un orden, configuración correcta o un método para resolverlo.	problema puzzle enigma
puzzle	enigma o problema de una solución difícil que requiere inteligencia y creatividad.	enigma, problema, puzzle, misterio, código, cifrado, encanto, encantamiento, encanto, encantamiento, encanto, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encantamiento, encant
puzzle	un desafío inteligente que requiere resolución por parte de los participantes a través de análisis, deducción o aplicación de conocimientos de forma lateral.	problema enigma puzzle
puzzle	un problema intríguante concreto con unas regulaciones que deben ser seguidas para ser resuelto.	enigma, problema, puzzle, misterio, código, código de búsqueda, código de enigma, código de misterio, código de enigma, código de enigma, código de enigma, código de enigma, código de enigma, código de enigma, código de enigma, c
quepis	senillos elementos de metal o plástico con dos secciones, que se utilizan para soportar contenedores, tapas o piezas sueltas.	clavo clavo de madera clavo de plástico clavo de metal clavo de madera clavo de plástico clavo de metal clavo de madera clavo de plástico clavo de metal
quepis	objeto cilíndrico utilizado para contener líquidos y alimentos, hecho de materiales como cerámica, plástico o madera. su estructura general consiste en una olla alta, un cierto número de paredes laterales delgadas y un borde superior a menudo perforado para la evacuación de residuos.	vasa, jarra, taza, copo, pipeta, cucharada, cucharadita, tazón, tazóncito, tazón grande, tazón pequeño, tazón mediano, tazón largo, tazón corto, tazón ancho, tazón estrecho, tazón redondo, tazón cuadrado, tazón hexágono, tazón
quepis	un contenedor cilíndrico de forma larga y estrecho con una garganta o chancho encendido, utilizado para coocinar sopa caliente	calderón olla cazuela
quepis	un pequeño receptáculo circular de papel o plástico, utilizado para almacenar comida y bebidas, a menudo con una parte superior perforada para permitir desbastarse el contenido.	bolsa bolsillo bolsillera bolsillón bolsillo de papel bolsillo de plástico bolsillón de plástico bolsillón de papel
quepis	un dispositivo para limpiar la superficie del suelo y las manos, estrechamente asociado al uso comestible en algunos lugares como cafeterías y restaurantes.	cuchillo, papel, papelera, papelón, papelón de cocina, papelón de cocina de mano, papelón de cocina de mano de uso comestible, papelón de cocina de mano de uso comestible de alta calidad, papelón de cocina de mano de uso comestible de alta calidad de diseño moderno, papelón de cocina de mano
raor	un predador carnívoro marino de siete a seis metros largo y dos metros de ancho con una sola punta finura y una cabeza de forma cóncava. ellos son propios de las costas del pacífico entre cálifornia y el perú.	squid octopus cuttlefish
raor	un pez de la familia de los rajones, de aguas profundas y frías, pequeño y con dientes afilados para atrapisar al presas.	pez rajón aguas profundas frías pequeño dientes atrapasar presas
raor	un ave carnívora perteneciente a la serie de aves mariposas, que suele tener la cabeza de aves mariposas y las alas cubiertas la pluma; generalmente, el pico es pequeño y se utiliza para pasear o explorar	mariposa pajaro pajarillo pajarón pajarillo de cabeza
raor	aunque no es utilizado frecuentemente en el español coloquial, '_' se refiere a una persona en quien se encuentran en su mayoría rasgos extemporáneos o poco estables, de modo que son difíciles de clasificar o definir.	_
raor	un lago de agua salada que se encuentra en la costa de galicia, españa.	lago agua salada galicia españa
reciclado	denota a algo que ha sido renovado o reutilizado de nuevo después de haber sido usado previamente y destinado a la eliminación	reciclado reutilizado reutilizable
reciclado	la sustancia obtenida a partir del reciclaje de materias utilizadas anteriormente, como plástico, papel o metal.	reciclado reutilizado reutilizable
reciclado	processed or transformed again to be reused, typically for production purposes.	reutilizar reprocesar reutilizar reprocesar reutilizar reprocesar
reciclado	to transform waste materials into new products	reciclaje reutilización transformación
reciclado	refierece a alguien o algo que ha sido transformado o reutilizado de manera eficiente para minimizar el impacto negativo en el medio ambiente.	reutilización reutilización eficiente reutilización sostenible reutilización de materiales reutilización de energía
rememorar	recordar y reiterar al final de un ciclo didáctico, como ocurría con las tarjetas de estudio en el aula	revisión repetición recapitulación
rememorar	recoger en la memoria y conservar recuerdos pasados, para recordarlos posteriormente.	memoria recuerdo recordar reminiscencia memoria de la mente memoria de los sentidos memoria de los recuerdos memoria de los recuerdos pasados memoria de los recuerdos anteriores memoria de los recuerdos antiguos
rememorar	recuperar, recuperarse y almacenar con la intención de utilizar posteriormente las informaciones relacionadas con una situación o tema determinado.	recuperar recuperarse almacenar utilizar informaciones situación temas
rememorar	recuperar y volver a tener presente conocimientos o recuerdos previos	recuperar volver a tener presente recuerdos conocimientos
rememorar	reacquirir la capacidad de recordar	memoria recuerdo recordar reminiscencia memoria a largo plazo memoria de largo plazo memoria de largo plazo memoria de largo plazo memoria de largo plazo memoria de largo plazo
ridiculización	acto o método de insultar o degradar a alguien o algo con fin de ridiculizarlo, para burlarlo o para humillarlo	insultar, ridiculizar, humillar, burlar, despreciar, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, disparo, dispar
ridiculización	acto de enmascarar o disfrazar su naturaleza o verdad de algo con el fin de hacerlo pasar por algo distinto	disfrazar encubrir ocultar esconder ocultar la verdad disfrazar la verdad
ridiculización	acto de hacer burla o escofeta a alguien o de alguien, a menudo por ponerlo en una situación humillante	burlar, escofetar, humillar, humillación, humillante, humillarlo, humillar a alguien, humillar a alguien por ponerlo en una situación humillante, humillarlo por ponerlo en una situación humillante, humillarlo por ponerlo en una situación humillante, humillarlo por ponerlo en una situación humillante, humillarlo por poner
ridiculización	la actividad de hacer cosas de un modo que sea ofensivas o ridiculizadoras hacia alguien o algo	bullying insultar ridiculizar
ridiculización	acto de objección o ataque de degradación al honor o al valor de alguien o algo a través de el uso irrespetuoso y degradante de la lengua	insulto blasfemia defamación
sagum	en la antigua roma, el sacramento oficial que llevaba hacia la cruz en el espectáculo de la gladiatoria.	gladiatorio espectáculo gladiador
sagum	rama de árbol, en particular algún miembro del género salix, que puede utilizarse en la construcción y también con frecuencia debería cubrir la tierra en una de sus últimas etapas, o de ser más preciso el hilo de tallas de alrededor de 0,3 centímetros en diámetro que es utilizado para recubrir el fondo de caminos urbanos, caminos de carretera	salicaria, salicario, salicarias, salicariado, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, salicariada, sal
sagum	a un tipo de madera de origen escocés utilizada antiguamente en la fabricación de barcos.	oak walnut mahogany
sagum	the _ is a part of the outer skin of a pig or calf, especially that from the neck region. in roman armies, it was worn as a symbol of leadership and to protect the officer from weapons. it is also used in various forms of competitive eating and can be deep-fried, grilled, or steamed.	collar neck leather army leader protection officer weapons competitive eating deep-fried grilled steamed
sagum	en botánica, una especie de orégano herbáceo perteneciente a la familia lamiáceas con hojas opuestas y flores blanquecinas.	orégano lamiáceas hojas flores blanquecinas
salbanda	sinónimo de desfile, procesión o pasacalle.	parada marcha procesión
salbanda	un elemento que separa un barco de un puerto o un lugar de desembarco del agua.	dique molo barca
salbanda	en arquitectura, una estructura vertical que permite el acceso y descenso de personas para diferentes niveles de un edificio sin un ascensor	escalera escalón tramo
salbanda	una estructura metálica que permite el paso de personas y vehículos por debajo de un objeto elevado	puente viaducto paso
salbanda	unido de madera o acero que tiene forma rectangular y funciona como puerta de entrada o salida entre espacios cerrados con ventanas.	puerta portada entrada salida
socialmente	relacionando con la sociedad o los seres humanos.	sociedad, humanos, relación, interacción, comunidad, cultura, tradición, historia, política, economía, educación, salud, medio ambiente, ciencia, arte, religión, filosofía, psicología, lingüística, antropología, geografía, historia de la humanidad, filosofía de la historia, filosofía de
socialmente	relacionada con las relaciones sociales e interacciones entre personas.	social interacciones relaciones comunicación conexiones interconexiones interacciones sociales relaciones sociales interacciones entre personas relaciones interpersonales
socialmente	relacionados entre ellos, y que se caracterizan por la relación de los individuos con el grupo	grupo relación relacionados individuos conexión conectados unidos cohesión cohesividad
socialmente	relacionado con los intereses, normas o costumbres de las personas en relación con sus relaciones sociales o con la sociedad en general.	etiqueta norma costumbre interés relación sociedad conducta valores cultura tradición
socialmente	relativo al comportamiento y las interacciones humanas en un grupo o en sociedad	sociología antropología psicología
speed	la velocidad es el número de metros que se cubren en un minuto por un objeto en movimiento. se representa con una unidad de medida llamada unidades por segundo. en otras palabras, es la rapidez con la que algo se mueve o se hace.	velocidad rapidez movimiento metros minuto objeto unidades por segundo
speed	rápido movimiento de persona o cosas para obtener un beneficio o cumplir un propósito	correr, correrse, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría, correría,
speed	la velocidad se refiere a la magnitud de la movimiento de una persona, cosa o medio en el tiempo.	velocidad movimiento rango
speed	el término describe la velocidad con la que algo se desarrolla o lo lleva a cabo.	velocidad rapidez rápido
speed	the ability to move or travel quickly; rapidity in performing an action.	velocidad rapidez rápido
standarizar	proceso de poner en común un conjunto de normas o criterios para alcanzar un nivel de uniformidad y coherencia	estándar norma criterio
standarizar	establecer o asegurar que se siga un método o criterio único o universal para hacer, actuar o representar algo.	estándar, norma, regla, criterio, método, procedimiento, protocolo, estándar de calidad, estándar de seguridad, estándar de operaciones, estándar de diseño, estándar de gestión, estándar de mantenimiento, estándar de pruebas, estándar de evaluación, estándar de gestión de riesgos, estándar de gestión de pro
standarizar	proceso de uniformizar sistemas, operaciones o características, de manera de eliminar discrepancias y promover unidad.	estandarización normalización unificación
standarizar	proceso de ajustar y regularizar normas físicas, químicas, económicas, sociales, administrativas o anyas para lograr un nivel de equivalencia, uniformidad y eficacia.	normalización regulación estandarización uniformización eficacia
standarizar	proceso de hacer lo mismo para todos con el fin de alcanzar un nivel de calidad y consistencia común.	estandarización normalización estándarización
sublimado	cuando una cosa se convierte o se transforma en estado sólido que se conserva en su forma sin producir un cambio de estado de la materia.	congelación, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado, congelado,
sublimado	puesto en un estado extremo de pureza o perfección.	puro, perfecto, excelencia, exquisito, excellencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia, excelencia,
sublimado	es un estado purificado de la materia que es muy fina y a menudo colorless.	azúcar, sal, sodio, potasio, calcio, sodio hidróxido, potasio hidróxido, calcio hidróxido, sodio carbonato, potasio carbonato, calcio sulfato, potasio sulfato, calcio nitrato, potasio nitrato, calcio cloruro, potasio cloruro, calcio fluoruro, potasio fluoruro,
sublimado	convertido a estado líquido o vapor por la acción evaporadora como resultado de aumentar de temperatura a un valor suficientemente alto	evaporación vaporización evaporador
sublimado	este término se puede referir a, entre otros, la transición desde un estado sólido a un estado gaseoso sin cambio físico del estado de la materia, o a la adherencia de un material al estado plástico como concreto o madera. puede también describir la creación de una imagen o mensaje de tono religioso como se hace en el cristianismo.	transición estado plástico concreto madera imagen mensaje religioso cristianismo
superbomba	explosivo extremo de fuerza devastadora cuyo efecto puede ser devastador, causando gran daño en el caso de ser armado y detonado.	bomba explosivo bomba atómica
superbomba	nuclear explosión de gran poder.	explosión nuclear explosión nuclear grande explosión nuclear potente
superbomba	un dispositivo especial utilizado para evacuar el agua de una zona inundada o en peligro de inundación lenta.	pumpa bomba bomba de evacuación
superbomba	un aparato explosivo que alcanza gran potencia y poder de destrucción por ser propulsado por un propulsante potente y volátil.	bomba explosivo poder destrucción propulsante volátil
superbomba	un dispositivo explosivo de uso militares, similar a un bombero de gran poder destructivo.	bomba bomba atómica bomba termobarica bomba de fuego bomba de explosivo
talgo	algo que se utiliza o se utiliza para hacer algo específico, pero no se especifica qué es.	algo, cosa, coso, algo específico, algo particular, algo específico, algo particular, algo específico, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, algo particular, al
talgo	algo que es, es existente o real, más que nada existente o real, pero no se sabe lo que tal thing es o qué importa	nada nada nada
talgo	una cosa, un objeto, un estado de ser, un concepto	concepto objeto cosa estado de ser
talgo	aquello o eso que se suele hacer o hacerse en algún lugar o en algún momento.	hacer hacerse realizar occurrir suceder ocurrir pasar occurrirse sucederse ocurrirse
talgo	algo es una palabra general que se utiliza para referenciar cualquier cosa en particular o específica sin usar la palabra misma o sus derivados directos o familia léxica.	referencia referencia general referencia genérica
tornajo	herramienta de metal con un disco giratorio para cortar materiales duros	sierrita taladro cortador
tornajo	un _ es una pieza mecánica de forma cónica cuyo ápice se inserta en una manguera y que puede girar sobre un eje vertical	tornillo tornillillo tornillón
tornajo	maquinaria de carpintería con dos palas que se giran a medida que el material se corta.	sierra taladro sierrador
tornajo	máquina con dos rodillos grande y cóncavos que sirve para cortar y ensartar papeles y cartas con un solo movimiento	guillotina cortadora ensartadora
tornajo	es una palabra que se utiliza para referirse al brazo cargado de una torre de control en un avión, lo cual puede tener en un lado diferentes tipos de instrumentos para que el piloto los pueda ver y mantener el equipo de vuelo	alar torre de control brazo cargado instrumento de vuelo equipo de vuelo
treinta	el número que representa a tres veces _ un	3 treinta trice
treinta	el número que sigue a veintinueve en el sistema numérico decimal y precede a veintidós	veinti veintiuno veintidós
treinta	el numeral que representa al valor más grande entre los delgados, veinte y veintisiete, específicamente que puede ser cualquier valor mayor que veintisiete sin incluir veintisiete misma.	veintisiete, veintisiete y medio, veintisiete y un poco más, veintisiete y un poco menos, veintisiete y un poco más o menos, veintisiete y un poco más o menos, pero no exactamente, veintisiete y un poco más o menos, pero con un margen de error, veintisiete y un poco más o menos, pero con un margen de error y una tolerancia, veintisiet
treinta	cuarenta y dos años o una edad considerablemente grande	mayor grande antiguo viejo anciano edad tiempo experiencia historia memoria recuerdos record memoria historia experiencia recuerdos record
treinta	el número 30 es un entero positivo que es el triple de dieciséis y un centeno de cuatro.	treinta triple centeno
tundidor	una máquina eléctrica utilizada para tapar y encolar bolillos de calcio en los hornos de cemento.	máquina tapar encolar hornos calcio
tundidor	epónimo de una escuela de tango de buenos aires que contó con una gran cantidad de figuras líricas	café de tango tango de buenos aires café de la calle florida
tundidor	un _ es una herramienta de jardinería que sirve para cortar el trébol de la hierba, dejando un corte liso y cortado.	cortador cortacésped cortador de hierba
tundidor	persona encargada de limpiar y sanitar las superficies de productos a la entrada al establecimiento.	limpiador sanitario desinfectante
tundidor	una persona que trabaja en un taller de metal que utilizan tundidoras para cortar metales de diferentes tipos como aleación de cobre, latón, bronce, estaño, monel y otros metales ferrosos.	taller de metal tundidora metal ferroso aleación de cobre latón bronce estaño monel
vega	un término geográfico usado para un área rural y también en contextos urbanos para referirse a las poblaciones que habitan aquellos lugares	pueblo villa barrio distrito cuartel barrio rural barrio urbano
vega	una pequeña porción de alimento, comida como parte de un desayuno, en lugar de una cantidad mayor en cada comida durante el día	desayuno cocido tortilla
vega	polo de la constelación ursa major, conocido también como el norte y cuya estrella más brillante es el estrellón.	ursa major el norte el estrellón
vega	marea aguda que puede alcanzar hasta 5 metros de altura sobre el nivel del mar en algunos lugares.	tsunami olímpico tormenta
vega	_ es la quinta constelación más brillante del cielo nocturno en el hemisferio norte y está situada entre el cygnus y el aquila.	cassiopeia
verraquear	hacer o causar que un objeto o sustancia se desplazze de lugar, a menudo gritando.	mover desplazar transportar transferir transferirse moverse desplazarse transportarse transferirse
verraquear	acto de romper un trato o promesa, abandonar un proyecto o una relación, y dejar de contribuir a un sistema.	abandono renuncia abandono de proyecto renuncia a relación abandono de sistema renuncia a trato renuncia a promesa
verraquear	to become extremely angry or enraged.	enojarse enfurecer irá furiosamente enojado enojada enojos enojosos enojosamente enojosamente
verraquear	ser propenso a padecer erupciones cutáneas con una intensidad y frecuencia alarminte.	acné pimples erupciones
verraquear	es un verbio irregular en tercer singular que significa 'dar vueltas con la cabeza mientras espira de golpeo' o 'dar vueltas por un extremo de algo'.	girar volver rotar
